date,cpim191406,cpim193908,cpim196609,cpim197709,cpim198212,cpim199305,cpim200005,cpim200512,cpim201012,ccpim
39995,1037.00,755.90,334.60,198.50,159.20,114.90,108.40,103.00,98.80,-0.70
40026,1038.10,756.70,334.90,198.70,159.30,115.10,108.50,103.10,98.90,0.10
40057,1038.00,756.60,334.90,198.70,159.30,115.10,108.50,103.10,98.90,0.00
40087,1044.40,761.30,337.00,199.90,160.30,115.80,109.10,103.70,99.50,0.60
40118,1046.50,762.80,337.60,200.30,160.60,116.00,109.30,103.90,99.70,0.20
40148,1043.90,761.00,336.80,199.80,160.20,115.70,109.10,103.60,99.50,-0.20
40179,1042.80,760.10,336.40,199.60,160.10,115.60,109.00,103.50,99.40,-0.10
40210,1044.30,761.20,336.90,199.90,160.30,115.80,109.10,103.70,99.50,0.10
40238,1045.70,762.30,337.40,200.10,160.50,115.90,109.30,103.80,99.70,0.10
40269,1054.70,768.80,340.30,201.80,161.90,116.90,110.20,104.70,100.50,0.90
40299,1053.60,768.00,339.90,201.60,161.70,116.80,110.10,104.60,100.40,-0.10
40330,1049.00,764.60,338.40,200.80,161.00,116.30,109.60,104.20,100.00,-0.40
40360,1041.30,759.10,336.00,199.30,159.80,115.40,108.80,103.40,99.20,-0.70
40391,1041.20,758.90,335.90,199.30,159.80,115.40,108.80,103.40,99.20,0.00
40422,1040.90,758.80,335.80,199.20,159.80,115.40,108.80,103.40,99.20,0.00
40452,1046.50,762.80,337.60,200.30,160.60,116.00,109.30,103.90,99.70,0.50
40483,1049.00,764.60,338.40,200.80,161.00,116.30,109.60,104.20,100.00,0.20
40513,1049.40,764.90,338.60,200.80,161.10,116.30,109.60,104.20,100.00,0.00
40544,1045.70,762.20,337.40,200.10,160.50,115.90,109.30,103.80,99.60,-0.40
40575,1049.60,765.10,338.60,200.90,161.10,116.30,109.70,104.20,100.00,0.40
40603,1056.20,769.90,340.80,202.10,162.10,117.10,110.40,104.90,100.70,0.60
40634,1057.40,770.80,341.20,202.40,162.30,117.20,110.50,105.00,100.80,0.10
40664,1057.50,770.80,341.20,202.40,162.30,117.20,110.50,105.00,100.80,0.00
40695,1054.90,769.00,340.40,201.90,161.90,116.90,110.20,104.70,100.50,-0.20
40725,1046.20,762.60,337.60,200.20,160.60,116.00,109.30,103.90,99.70,-0.80
40756,1043.20,760.40,336.60,199.60,160.10,115.60,109.00,103.60,99.40,-0.30
40787,1046.00,762.50,337.50,200.20,160.60,115.90,109.30,103.90,99.70,0.30
40817,1045.30,761.90,337.30,200.10,160.40,115.90,109.20,103.80,99.60,-0.10
40848,1043.50,760.60,336.70,199.70,160.20,115.70,109.00,103.60,99.40,-0.20
40878,1041.90,759.40,336.10,199.40,159.90,115.50,108.90,103.40,99.30,-0.20
40909,1037.40,756.20,334.70,198.50,159.20,115.00,108.40,103.00,98.90,-0.40
40940,1040.30,758.30,335.70,199.10,159.70,115.30,108.70,103.30,99.10,0.30
40969,1046.10,762.60,337.50,200.20,160.60,116.00,109.30,103.90,99.70,0.60
41000,1046.90,763.10,337.80,200.40,160.70,116.10,109.40,103.90,99.80,0.10
41030,1046.70,763.00,337.70,200.30,160.70,116.00,109.40,103.90,99.80,0.00
41061,1043.80,760.90,336.80,199.80,160.20,115.70,109.10,103.60,99.50,-0.30
41091,1038.80,757.20,335.10,198.80,159.40,115.10,108.50,103.10,99.00,-0.50
41122,1038.40,757.00,335.00,198.70,159.40,115.10,108.50,103.10,99.00,0.00
41153,1041.70,759.30,336.10,199.40,159.90,115.50,108.80,103.40,99.30,0.30
41183,1043.00,760.30,336.50,199.60,160.10,115.60,109.00,103.60,99.40,0.10
41214,1039.60,757.80,335.40,199.00,159.60,115.20,108.60,103.20,99.10,-0.30
41244,1037.30,756.10,334.70,198.50,159.20,115.00,108.40,103.00,98.90,-0.20
41275,1034.60,754.20,333.80,198.00,158.80,114.70,108.10,102.70,98.60,-0.30
41306,1037.70,756.40,334.80,198.60,159.30,115.00,108.40,103.00,98.90,0.30
41334,1039.90,758.00,335.50,199.00,159.60,115.30,108.70,103.30,99.10,0.20
41365,1040.30,758.30,335.60,199.10,159.70,115.30,108.70,103.30,99.10,0.00
41395,1041.40,759.10,336.00,199.30,159.90,115.40,108.80,103.40,99.20,0.10
41426,1042.50,759.90,336.30,199.50,160.00,115.60,108.90,103.50,99.30,0.10
41456,1038.70,757.20,335.10,198.80,159.40,115.10,108.50,103.10,99.00,-0.40
41487,1038.00,756.60,334.90,198.60,159.30,115.10,108.50,103.10,98.90,-0.10
41518,1041.10,758.90,335.90,199.20,159.80,115.40,108.80,103.40,99.20,0.30
41548,1040.30,758.30,335.60,199.10,159.70,115.30,108.70,103.30,99.10,-0.10
41579,1040.40,758.40,335.70,199.10,159.70,115.30,108.70,103.30,99.10,0.00
41609,1038.00,756.70,334.90,198.70,159.30,115.10,108.50,103.10,98.90,-0.20
41640,1035.20,754.60,334.00,198.10,158.90,114.80,108.20,102.80,98.60,-0.30
41671,1036.20,755.30,334.30,198.30,159.10,114.90,108.30,102.90,98.70,0.10
41699,1040.00,758.10,335.50,199.00,159.60,115.30,108.70,103.30,99.10,0.40
41730,1040.70,758.60,335.80,199.20,159.70,115.40,108.70,103.30,99.20,0.10
41760,1043.70,760.80,336.70,199.80,160.20,115.70,109.10,103.60,99.50,0.30
41791,1043.00,760.30,336.50,199.60,160.10,115.60,109.00,103.60,99.40,-0.10
41821,1039.10,757.40,335.20,198.90,159.50,115.20,108.60,103.20,99.00,-0.40
41852,1038.70,757.20,335.10,198.80,159.40,115.10,108.50,103.10,99.00,0.00
41883,1040.20,758.20,335.60,199.10,159.70,115.30,108.70,103.30,99.10,0.10
41913,1040.20,758.20,335.60,199.10,159.70,115.30,108.70,103.30,99.10,0.00
41944,1039.80,757.90,335.50,199.00,159.60,115.30,108.60,103.20,99.10,0.00
41974,1034.60,754.20,333.80,198.00,158.80,114.70,108.10,102.70,98.60,-0.50
42005,1030.20,750.90,332.40,197.10,158.10,114.20,107.60,102.30,98.20,-0.40
42036,1027.50,749.00,331.50,196.60,157.70,113.90,107.40,102.00,97.90,-0.30
42064,1030.90,751.40,332.60,197.30,158.20,114.30,107.70,102.40,98.20,0.30
42095,1029.00,750.10,332.00,196.90,157.90,114.10,107.50,102.20,98.10,-0.20
42125,1031.40,751.80,332.80,197.40,158.30,114.30,107.80,102.40,98.30,0.20
42156,1032.10,752.40,333.00,197.50,158.40,114.40,107.80,102.50,98.40,0.10
