BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2007,10,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2008,14,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2009,26,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2010,18,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2011,21,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2012,16,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2013,26,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,191,Verkäufe MFH [Anz.],2014,16,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1990,35,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1991,16,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1992,26,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1993,47,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1994,70,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1995,72,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1996,52,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1997,50,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1998,26,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],1999,58,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2000,49,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2001,28,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2002,58,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2003,72,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2004,39,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2005,91,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2006,76,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2007,54,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2008,68,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2009,58,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2010,89,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2011,101,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2012,86,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2013,66,Anz.,Anzahl
0,Bezirk Andelfingen,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,193,Verkäufe Stockwerkeigentum [Anz.],2014,62,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1990,114,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1991,108,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1992,124,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1993,170,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1994,282,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1995,217,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1996,208,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1997,260,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1998,229,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],1999,304,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2000,234,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2001,359,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2002,244,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2003,259,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2004,216,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2005,329,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2006,297,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2007,208,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2008,232,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2009,280,Anz.,Anzahl
0,Bezirk Bülach,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,188,Verkäufe EFH [Anz.],2010,256,Anz.,Anzahl
