INDIKATOR_ID;INDIKATOR_NAME;EINHEIT_LANG;QUELLE;BESCHREIBUNG;
133;Bevölkerung [Pers.];Personen;Statistisches Amt des Kantons Zürich, Kantonale Bevölkerungserhebung;Einwohnerbestand Ende Jahr nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ;
