"","diff(y)","lag(y, 1)","lag(x1, 1)","lag(x2, 1)","lag(x3, 1)","lag(diff(y), 1)","lag(diff(y), 2)","lag(diff(y), 3)","lag(diff(y), 4)","lag(diff(x1), 0)","lag(diff(x1), 1)","lag(diff(x1), 2)","lag(diff(x1), 3)","lag(diff(x1), 4)","lag(diff(x2), 0)","lag(diff(x2), 1)","lag(diff(x2), 2)","lag(diff(x2), 3)","lag(diff(x2), 4)","lag(diff(x3), 0)","lag(diff(x3), 1)","lag(diff(x3), 2)","lag(diff(x3), 3)","lag(diff(x3), 4)"
"232",-2.065,111.015,112683.844075637,77150.9731217617,0.395,5.215,4.01000000000001,-3.71000000000001,2.83,241.304956427804,239.726994246113,286.117081390519,366.854433743385,427.455914834238,-1046.69780197539,-996.211241094556,-652.81563714378,-86.5246518782369,422.60706768134,-0.10667,-0.00833,-0.25834,-2.29333,0.165
"233",0.515000000000001,108.95,112925.149032064,76104.2753197863,0.28833,-2.065,5.215,4.01000000000001,-3.71000000000001,290.850967935563,241.304956427804,239.726994246113,286.117081390519,366.854433743385,-804.275319786277,-1046.69780197539,-996.211241094556,-652.81563714378,-86.5246518782369,-0.03666,-0.10667,-0.00833,-0.25834,-2.29333
"234",0.174999999999997,109.465,113216,75300,0.25167,0.515000000000001,-2.065,5.215,4.01000000000001,376.986513560958,290.850967935563,241.304956427804,239.726994246113,286.117081390519,-332.464175841975,-804.275319786277,-1046.69780197539,-996.211241094556,-652.81563714378,-0.005,-0.03666,-0.10667,-0.00833,-0.25834
"235",7.8,109.64,113592.986513561,74967.535824158,0.24667,0.174999999999997,0.515000000000001,-2.065,5.215,454.197532470105,376.986513560958,290.850967935563,241.304956427804,239.726994246113,114.654104598449,-332.464175841975,-804.275319786277,-1046.69780197539,-996.211241094556,-0.135,-0.005,-0.03666,-0.10667,-0.00833
"236",-0.974999999999994,117.44,114047.184046031,75082.1899287565,0.11167,7.8,0.174999999999997,0.515000000000001,-2.065,511.105509454588,454.197532470105,376.986513560958,290.850967935563,241.304956427804,473.559140220212,114.654104598449,-332.464175841975,-804.275319786277,-1046.69780197539,0.06666,-0.135,-0.005,-0.03666,-0.10667
"237",-0.725000000000009,116.465,114558.289555486,75555.7490689767,0.17833,-0.974999999999994,7.8,0.174999999999997,0.515000000000001,547.710444514349,511.105509454588,454.197532470105,376.986513560958,290.850967935563,744.250931023314,473.559140220212,114.654104598449,-332.464175841975,-804.275319786277,-0.00832999999999998,0.06666,-0.135,-0.005,-0.03666
"238",-2.2,115.74,115106,76300,0.17,-0.725000000000009,-0.974999999999994,7.8,0.174999999999997,563.093114365663,547.710444514349,511.105509454588,454.197532470105,376.986513560958,915.484840511665,744.250931023314,473.559140220212,114.654104598449,-332.464175841975,0.00999999999999998,-0.00832999999999998,0.06666,-0.135,-0.005
"239",5.13500000000002,113.54,115669.093114366,77215.4848405117,0.18,-2.2,-0.725000000000009,-0.974999999999994,7.8,553.576625873437,563.093114365663,547.710444514349,511.105509454588,454.197532470105,942.282322700776,915.484840511665,744.250931023314,473.559140220212,114.654104598449,-0.005,0.00999999999999998,-0.00832999999999998,0.06666,-0.135
"240",0.58499999999998,118.675,116222.669740239,78157.7671632124,0.175,5.13500000000002,-2.2,-0.725000000000009,-0.974999999999994,518.241755753872,553.576625873437,563.093114365663,547.710444514349,511.105509454588,813.398741094556,942.282322700776,915.484840511665,744.250931023314,473.559140220212,-0.15167,-0.005,0.00999999999999998,-0.00832999999999998,0.06666
"241",2.245,119.26,116740.911495993,78971.165904307,0.02333,0.58499999999998,5.13500000000002,-2.2,-0.725000000000009,457.088504007028,518.241755753872,553.576625873437,563.093114365663,547.710444514349,528.834095693004,813.398741094556,942.282322700776,915.484840511665,744.250931023314,0.02834,-0.15167,-0.005,0.00999999999999998,-0.00832999999999998
