year,month,201012,200512,200005,199305,198212,197709,196609,193908
1993,10,80.3,88.8,95.8,100.4,165.6,199.6,409.2,843.3
1993,11,79.7,88.1,95.1,99.7,164.4,198.1,406.2,837
1993,12,79.7,88.1,95.1,99.7,164.4,198.1,406.2,837
1994,1,79.7,88.1,95.1,99.7,164.4,198.1,406.2,837
1994,2,80.4,89,95.9,100.6,165.9,199.9,409.9,844.8
1994,3,80.4,89,95.9,100.6,165.9,199.9,409.9,844.8
1994,4,80.4,89,95.9,100.6,165.9,199.9,409.9,844.8
1994,5,79.3,87.8,94.7,99.3,163.7,197.3,404.5,833.6
1994,6,79.3,87.8,94.7,99.3,163.7,197.3,404.5,833.6
1994,7,79.3,87.8,94.7,99.3,163.7,197.3,404.5,833.6
1994,8,79.6,88,94.9,99.6,164.2,197.8,405.6,835.9
1994,9,79.6,88,94.9,99.6,164.2,197.8,405.6,835.9
1994,10,79.6,88,94.9,99.6,164.2,197.8,405.6,835.9
1994,11,79.8,88.3,95.2,99.8,164.6,198.4,406.8,838.2
1994,12,79.8,88.3,95.2,99.8,164.6,198.4,406.8,838.2
1995,1,79.8,88.3,95.2,99.8,164.6,198.4,406.8,838.2
1995,2,79.9,88.4,95.3,100,164.9,198.7,407.4,839.4
1995,3,79.9,88.4,95.3,100,164.9,198.7,407.4,839.4
1995,4,79.9,88.4,95.3,100,164.9,198.7,407.4,839.4
1995,5,80.6,89.2,96.2,100.9,166.4,200.5,411.1,847.1
1995,6,80.6,89.2,96.2,100.9,166.4,200.5,411.1,847.1
1995,7,80.6,89.2,96.2,100.9,166.4,200.5,411.1,847.1
1995,8,81.1,89.7,96.8,101.5,167.3,201.7,413.5,852.1
1995,9,81.1,89.7,96.8,101.5,167.3,201.7,413.5,852.1
1995,10,81.1,89.7,96.8,101.5,167.3,201.7,413.5,852.1
1995,11,81.4,90,97.1,101.8,167.9,202.3,414.8,854.8
1995,12,81.4,90,97.1,101.8,167.9,202.3,414.8,854.8
1996,1,81.4,90,97.1,101.8,167.9,202.3,414.8,854.8
1996,2,81.5,90.1,97.2,101.9,168.1,202.6,415.3,855.8
1996,3,81.5,90.1,97.2,101.9,168.1,202.6,415.3,855.8
1996,4,81.5,90.1,97.2,101.9,168.1,202.6,415.3,855.8
1996,5,81.6,90.3,97.4,102.1,168.4,203,416.2,857.6
1996,6,81.6,90.3,97.4,102.1,168.4,203,416.2,857.6
1996,7,81.6,90.3,97.4,102.1,168.4,203,416.2,857.6
1996,8,81.9,90.6,97.7,102.5,168.9,203.6,417.5,860.3
1996,9,81.9,90.6,97.7,102.5,168.9,203.6,417.5,860.3
1996,10,81.9,90.6,97.7,102.5,168.9,203.6,417.5,860.3
1996,11,82.1,90.8,97.9,102.7,169.4,204.1,418.5,862.4
1996,12,82.1,90.8,97.9,102.7,169.4,204.1,418.5,862.4
1997,1,82.1,90.8,97.9,102.7,169.4,204.1,418.5,862.4
1997,2,82.3,91,98.2,103,169.8,204.6,419.5,864.4
1997,3,82.3,91,98.2,103,169.8,204.6,419.5,864.4
1997,4,82.3,91,98.2,103,169.8,204.6,419.5,864.4
1997,5,82,90.7,97.9,102.6,169.2,203.9,418.1,861.7
1997,6,82,90.7,97.9,102.6,169.2,203.9,418.1,861.7
1997,7,82,90.7,97.9,102.6,169.2,203.9,418.1,861.7
1997,8,82.2,90.9,98,102.8,169.5,204.3,418.9,863.3
1997,9,82.2,90.9,98,102.8,169.5,204.3,418.9,863.3
1997,10,82.2,90.9,98,102.8,169.5,204.3,418.9,863.3
1997,11,82.1,90.8,97.9,102.7,169.4,204.1,418.5,862.4
1997,12,82.1,90.8,97.9,102.7,169.4,204.1,418.5,862.4
1998,1,82.1,90.8,97.9,102.7,169.4,204.1,418.5,862.4
1998,2,82.3,91,98.1,102.9,169.7,204.5,419.4,864.2
1998,3,82.3,91,98.1,102.9,169.7,204.5,419.4,864.2
1998,4,82.3,91,98.1,102.9,169.7,204.5,419.4,864.2
1998,5,82.1,90.8,97.9,102.7,169.4,204.1,418.6,862.5
1998,6,82.1,90.8,97.9,102.7,169.4,204.1,418.6,862.5
1998,7,82.1,90.8,97.9,102.7,169.4,204.1,418.6,862.5
1998,8,82.2,91,98.1,102.9,169.6,204.4,419.2,863.8
1998,9,82.2,91,98.1,102.9,169.6,204.4,419.2,863.8
1998,10,82.2,91,98.1,102.9,169.6,204.4,419.2,863.8
1998,11,82.2,90.9,98,102.8,169.6,204.4,419,863.4
1998,12,82.2,90.9,98,102.8,169.6,204.4,419,863.4
1999,1,82.2,90.9,98,102.8,169.6,204.4,419,863.4
1999,2,82.5,91.3,98.4,103.2,170.2,205.1,420.6,866.7
1999,3,82.5,91.3,98.4,103.2,170.2,205.1,420.6,866.7
1999,4,82.5,91.3,98.4,103.2,170.2,205.1,420.6,866.7
1999,5,82.6,91.4,98.6,103.4,170.4,205.4,421.1,867.9
1999,6,82.6,91.4,98.6,103.4,170.4,205.4,421.1,867.9
1999,7,82.6,91.4,98.6,103.4,170.4,205.4,421.1,867.9
1999,8,83.2,92,99.2,104.1,171.6,206.9,424.1,874
1999,9,83.2,92,99.2,104.1,171.6,206.9,424.1,874
1999,10,83.2,92,99.2,104.1,171.6,206.9,424.1,874
1999,11,83,91.8,99,103.8,171.2,206.3,423,871.7
1999,12,83,91.8,99,103.8,171.2,206.3,423,871.7
2000,1,83,91.8,99,103.8,171.2,206.3,423,871.7
2000,2,83.4,92.3,99.6,104.4,172.2,207.5,425.4,876.7
2000,3,83.4,92.3,99.6,104.4,172.2,207.5,425.4,876.7
2000,4,83.4,92.3,99.6,104.4,172.2,207.5,425.4,876.7
2000,5,83.8,92.7,100,104.9,172.9,208.4,427.3,880.6
2000,6,83.8,92.7,100,104.9,172.9,208.4,427.3,880.6
2000,7,83.8,92.7,100,104.9,172.9,208.4,427.3,880.6
2000,8,84.1,93.1,100.4,105.3,173.6,209.3,429,884.1
2000,9,84.1,93.1,100.4,105.3,173.6,209.3,429,884.1
2000,10,84.1,93.1,100.4,105.3,173.6,209.3,429,884.1
2000,11,85.4,94.5,101.9,106.9,176.3,212.5,435.6,897.7
2000,12,85.4,94.5,101.9,106.9,176.3,212.5,435.6,897.7
2001,1,85.4,94.5,101.9,106.9,176.3,212.5,435.6,897.7
2001,2,85.9,95,102.5,107.5,177.2,213.6,437.9,902.4
2001,3,85.9,95,102.5,107.5,177.2,213.6,437.9,902.4
2001,4,85.9,95,102.5,107.5,177.2,213.6,437.9,902.4
2001,5,86.5,95.7,103.2,108.2,178.4,215,440.8,908.5
2001,6,86.5,95.7,103.2,108.2,178.4,215,440.8,908.5
2001,7,86.5,95.7,103.2,108.2,178.4,215,440.8,908.5
2001,8,86.7,95.9,103.4,108.4,178.8,215.5,441.8,910.5
2001,9,86.7,95.9,103.4,108.4,178.8,215.5,441.8,910.5
2001,10,86.7,95.9,103.4,108.4,178.8,215.5,441.8,910.5
2001,11,86.9,96.2,103.7,108.8,179.4,216.2,443.2,913.4
2001,12,86.9,96.2,103.7,108.8,179.4,216.2,443.2,913.4
2002,1,86.9,96.2,103.7,108.8,179.4,216.2,443.2,913.4
2002,2,87.1,96.4,104,109,179.8,216.7,444.3,915.6
2002,3,87.1,96.4,104,109,179.8,216.7,444.3,915.6
2002,4,87.1,96.4,104,109,179.8,216.7,444.3,915.6
2002,5,87.3,96.6,104.1,109.2,180.1,217,445,916.9
2002,6,87.3,96.6,104.1,109.2,180.1,217,445,916.9
2002,7,87.3,96.6,104.1,109.2,180.1,217,445,916.9
2002,8,87.4,96.7,104.3,109.3,180.3,217.3,445.5,918.1
2002,9,87.4,96.7,104.3,109.3,180.3,217.3,445.5,918.1
2002,10,87.4,96.7,104.3,109.3,180.3,217.3,445.5,918.1
2002,11,87.4,96.7,104.3,109.4,180.3,217.3,445.6,918.3
2002,12,87.4,96.7,104.3,109.4,180.3,217.3,445.6,918.3
2003,1,87.4,96.7,104.3,109.4,180.3,217.3,445.6,918.3
2003,2,87.4,96.7,104.3,109.3,180.3,217.3,445.5,918.1
2003,3,87.4,96.7,104.3,109.3,180.3,217.3,445.5,918.1
2003,4,87.4,96.7,104.3,109.3,180.3,217.3,445.5,918.1
2003,5,87.4,96.7,104.3,109.4,180.3,217.3,445.5,918.1
2003,6,87.4,96.7,104.3,109.4,180.3,217.3,445.5,918.1
2003,7,87.4,96.7,104.3,109.4,180.3,217.3,445.5,918.1
2003,8,87.7,97,104.6,109.7,180.9,218,446.9,921
2003,9,87.7,97,104.6,109.7,180.9,218,446.9,921
2003,10,87.7,97,104.6,109.7,180.9,218,446.9,921
2003,11,87.7,97,104.6,109.7,180.9,218.1,447.1,921.3
2003,12,87.7,97,104.6,109.7,180.9,218.1,447.1,921.3
2004,1,87.7,97,104.6,109.7,180.9,218.1,447.1,921.3
2004,2,88,97.4,105,110.1,181.6,218.9,448.8,924.8
2004,3,88,97.4,105,110.1,181.6,218.9,448.8,924.8
2004,4,88,97.4,105,110.1,181.6,218.9,448.8,924.8
2004,5,88.2,97.6,105.3,110.4,182.1,219.5,449.9,927.2
2004,6,88.2,97.6,105.3,110.4,182.1,219.5,449.9,927.2
2004,7,88.2,97.6,105.3,110.4,182.1,219.5,449.9,927.2
2004,8,89,98.5,106.2,111.4,183.7,221.4,454,935.6
2004,9,89,98.5,106.2,111.4,183.7,221.4,454,935.6
2004,10,89,98.5,106.2,111.4,183.7,221.4,454,935.6
2004,11,89.5,99,106.8,112,184.7,222.6,456.4,940.5
2004,12,89.5,99,106.8,112,184.7,222.6,456.4,940.5
2005,1,89.5,99,106.8,112,184.7,222.6,456.4,940.5
2005,2,89.6,99.1,106.9,112.1,184.8,222.7,456.6,941
2005,3,89.6,99.1,106.9,112.1,184.8,222.7,456.6,941
2005,4,89.6,99.1,106.9,112.1,184.8,222.7,456.6,941
2005,5,89.6,99.1,106.9,112.1,184.9,222.8,456.9,941.5
2005,6,89.6,99.1,106.9,112.1,184.9,222.8,456.9,941.5
2005,7,89.6,99.1,106.9,112.1,184.9,222.8,456.9,941.5
2005,8,89.9,99.5,107.3,112.5,185.5,223.6,458.4,944.7
2005,9,89.9,99.5,107.3,112.5,185.5,223.6,458.4,944.7
2005,10,89.9,99.5,107.3,112.5,185.5,223.6,458.4,944.7
2005,11,90.4,100,107.8,113.1,186.5,224.8,460.8,949.7
2005,12,90.4,100,107.8,113.1,186.5,224.8,460.8,949.7
2006,1,90.4,100,107.8,113.1,186.5,224.8,460.8,949.7
2006,2,91.2,100.9,108.8,114.1,188.1,226.7,464.8,957.8
2006,3,91.2,100.9,108.8,114.1,188.1,226.7,464.8,957.8
2006,4,91.2,100.9,108.8,114.1,188.1,226.7,464.8,957.8
2006,5,91.6,101.3,109.3,114.6,189,227.8,467,962.4
2006,6,91.6,101.3418,109.3,114.6,189,227.8,467,962.4
2006,7,91.6,101.3418,109.3,114.6,189,227.8,467,962.4
2006,8,91.9,101.7,109.7,115.1,189.7,228.6,468.8,966
2006,9,91.9,101.7,109.7,115.1,189.7,228.6,468.8,966
2006,10,91.9,101.7,109.7,115.1,189.7,228.6,468.8,966
2006,11,92.4,102.2,110.2,115.6,190.6,229.7,470.9,970.4
2006,12,92.4,102.2,110.2,115.6,190.6,229.7,470.9,970.4
2007,1,92.4,102.2,110.2,115.6,190.6,229.7,470.9,970.4
2007,2,93.2,103.2,111.3,116.7,192.4,231.9,475.4,979.7
2007,3,93.2,103.2,111.3,116.7,192.4,231.9,475.4,979.7
2007,4,93.2,103.2,111.3,116.7,192.4,231.9,475.4,979.7
2007,5,93.9,103.9,112,117.5,193.8,233.5,478.8,986.7
2007,6,93.9,103.9,112,117.5,193.8,233.5,478.8,986.7
2007,7,93.9,103.9,112,117.5,193.8,233.5,478.8,986.7
2007,8,93.9,103.8,112,117.5,193.7,233.4,478.6,986.2
2007,9,93.9,103.8,112,117.5,193.7,233.4,478.6,986.2
2007,10,93.9,103.8,112,117.5,193.7,233.4,478.6,986.2
2007,11,94.3,104.3,112.5,118,194.6,234.5,480.7,990.7
2007,12,94.3,104.3,112.5,118,194.6,234.5,480.7,990.7
2008,1,94.3,104.3,112.5,118,194.6,234.5,480.7,990.7
2008,2,94.9,105,113.2,118.8,195.8,236,483.9,997.1
2008,3,94.9,105,113.2,118.8,195.8,236,483.9,997.1
2008,4,94.9,105,113.2,118.8,195.8,236,483.9,997.1
2008,5,96.1,106.3,114.6,120.2,198.2,238.9,489.8,1009.2
2008,6,96.1,106.3,114.6,120.2,198.2,238.9,489.8,1009.2
2008,7,96.1,106.3,114.6,120.2,198.2,238.9,489.8,1009.2
2008,8,96.6,106.9,115.2,120.9,199.3,240.2,492.5,1014.8
2008,9,96.6,106.9,115.2,120.9,199.3,240.2,492.5,1014.8
2008,10,96.6,106.9,115.2,120.9,199.3,240.2,492.5,1014.8
2008,11,97.2,107.5,116,121.6,200.5,241.7,495.6,1021.2
2008,12,97.2,107.5,116,121.6,200.5,241.7,495.6,1021.2
2009,1,97.2,107.5,116,121.6,200.5,241.7,495.6,1021.2
2009,2,98.2,108.6,117.1,122.9,202.6,244.1,500.6,1031.5
2009,3,98.2,108.6,117.1,122.9,202.6,244.1,500.6,1031.5
2009,4,98.2,108.6,117.1,122.9,202.6,244.1,500.6,1031.5
2009,5,98.5,109,117.6,123.3,203.3,245,502.3,1035.2
2009,6,98.5,109,117.6,123.3,203.3,245,502.3,1035.2
2009,7,98.5,109,117.6,123.3,203.3,245,502.3,1035.2
2009,8,98.5,109,117.5,123.2,203.2,244.9,502.1,1034.8
2009,9,98.5,109,117.5,123.2,203.2,244.9,502.1,1034.8
2009,10,98.5,109,117.5,123.2,203.2,244.9,502.1,1034.8
2009,11,98.6,109.1,117.7,123.4,203.5,245.3,502.9,1036.4
2009,12,98.6,109.1,117.7,123.4,203.5,245.3,502.9,1036.4
2010,1,98.6,109.1,117.7,123.4,203.5,245.3,502.9,1036.4
2010,2,99.4,109.9,118.6,124.3,205,247.1,506.6,1044
2010,3,99.4,109.9,118.6,124.3,205,247.1,506.6,1044
2010,4,99.4,109.9,118.6,124.3,205,247.1,506.6,1044
2010,5,99.5,110.1,118.7,124.5,205.3,247.5,507.4,1045.6
2010,6,99.5,110.1,118.7,124.5,205.3,247.5,507.4,1045.6
2010,7,99.5,110.1,118.7,124.5,205.3,247.5,507.4,1045.6
2010,8,99.4,109.9,118.5,124.3,205,247.1,506.6,1043.9
2010,9,99.4,109.9,118.5,124.3,205,247.1,506.6,1043.9
2010,10,99.4,109.9,118.5,124.3,205,247.1,506.6,1043.9
2010,11,100,110.6,119.3,125.1,206.3,248.7,509.9,1050.7
2010,12,100,110.6,119.3,125.1,206.3,248.7,509.9,1050.7
2011,1,100,110.6,119.3,125.1,206.3,248.7,509.9,1050.7
2011,2,100.9,111.6,120.4,126.3,208.2,250.9,514.4,1060.1
2011,3,100.9,111.6,120.4,126.3,208.2,250.9,514.4,1060.1
2011,4,100.9,111.6,120.4,126.3,208.2,250.9,514.4,1060.1
2011,5,100.7,111.4,120.1,126,207.7,250.4,513.3,1057.8
2011,6,100.7,111.4,120.1,126,207.7,250.4,513.3,1057.8
2011,7,100.7,111.4,120.1,126,207.7,250.4,513.3,1057.8
2011,8,100.8,111.5,120.3,126.1,208,250.6,513.9,1058.9
2011,9,100.8,111.5,120.3,126.1,208,250.6,513.9,1058.9
2011,10,100.8,111.5,120.3,126.1,208,250.6,513.9,1058.9
2011,11,101.1,111.8,120.6,126.5,208.6,251.4,515.4,1062.1
2011,12,101.1,111.8,120.6,126.5,208.6,251.4,515.4,1062.1
2012,1,101.1,111.8,120.6,126.5,208.6,251.4,515.4,1062.1
2012,2,101.6,112.4,121.3,127.2,209.7,252.7,518.2,1067.8
2012,3,101.6,112.4,121.3,127.2,209.7,252.7,518.2,1067.8
2012,4,101.6,112.4,121.3,127.2,209.7,252.7,518.2,1067.8
2012,5,101.4,112.2,121,126.9,209.3,252.2,517.1,1065.7
2012,6,101.4,112.2,121,126.9,209.3,252.2,517.1,1065.7
2012,7,101.4,112.2,121,126.9,209.3,252.2,517.1,1065.7
2012,8,101.3,112.1,120.9,126.8,209.1,252,516.6,1064.6
2012,9,101.3,112.1,120.9,126.8,209.1,252,516.6,1064.6
2012,10,101.3,112.1,120.9,126.8,209.1,252,516.6,1064.6
2012,11,101.1,111.8,120.6,126.5,208.6,251.4,515.5,1062.2
2012,12,101.1,111.8,120.6,126.5,208.6,251.4,515.5,1062.2
2013,1,101.1,111.8,120.6,126.5,208.6,251.4,515.5,1062.2
2013,2,101.3,112.1,120.9,126.8,209,251.9,516.5,1064.4
2013,3,101.3,112.1,120.9,126.8,209,251.9,516.5,1064.4
2013,4,101.3,112.1,120.9,126.8,209,251.9,516.5,1064.4
2013,5,101.7,112.5,121.3,127.3,209.8,252.9,518.5,1068.5
2013,6,101.7,112.5,121.3,127.3,209.8,252.9,518.5,1068.5
2013,7,101.7,112.5,121.3,127.3,209.8,252.9,518.5,1068.5
2013,8,102.2,113.1,121.9,127.9,210.9,254.1,521,1073.7
2013,9,102.2,113.1,121.9,127.9,210.9,254.1,521,1073.7
2013,10,102.2,113.1,121.9,127.9,210.9,254.1,521,1073.7
2013,11,102.5,113.4,122.3,128.2,211.5,254.8,522.5,1076.7
2013,12,102.5,113.4,122.3,128.2,211.5,254.8,522.5,1076.7
2014,1,102.5,113.4,122.3,128.2,211.5,254.8,522.5,1076.7
2014,2,102.7,113.6,122.5,128.5,211.9,255.4,523.7,1079.1
2014,3,102.7,113.6,122.5,128.5,211.9,255.4,523.7,1079.1
2014,4,102.7,113.6,122.5,128.5,211.9,255.4,523.7,1079.1
2014,5,102.8,113.7,122.6,128.6,212,255.5,523.9,1079.7
2014,6,102.8,113.7,122.6,128.6,212,255.5,523.9,1079.7
2014,7,102.8,113.7,122.6,128.6,212,255.5,523.9,1079.7
2014,8,103.4,114.4,123.4,129.4,213.3,257.1,527.1,1086.2
2014,9,103.4,114.4,123.4,129.4,213.3,257.1,527.1,1086.2
2014,10,103.4,114.4,123.4,129.4,213.3,257.1,527.1,1086.2
2014,11,103.6,114.6,123.6,129.6,213.8,257.6,528.2,1088.5
2014,12,103.6,114.6,123.6,129.6,213.8,257.6,528.2,1088.5
2015,1,103.6,114.6,123.6,129.6,213.8,257.6,528.2,1088.5
2015,2,103.8,114.8,123.8,129.8,214.1,258,529,1090.2
2015,3,103.8,114.8,123.8,129.8,214.1,258,529,1090.2
2015,4,103.8,114.8,123.8,129.8,214.1,258,529,1090.2
2015,5,104,115.1,124.1,130.2,214.6,258.7,530.4,1093
2015,6,104,115.1,124.1,130.2,214.6,258.7,530.4,1093
2015,7,104,115.1,124.1,130.2,214.6,258.7,530.4,1093
2015,8,0,0,0,0,0,0,0,0
2015,9,0,0,0,0,0,0,0,0
2015,10,0,0,0,0,0,0,0,0
2015,11,0,0,0,0,0,0,0,0
2015,12,0,0,0,0,0,0,0,0
