Zinssätze für Kundengeschäfte der Banken / Taux d'intérêt des opérations avec la clientèle des banques / Interest rates on bank customer loans and deposits,,,
"4.1 Zinssätze für Hypothekarkredite
4.1 Taux d'intérêt des prêts hypothécaires
4.1 Interest rates on mortgage loans",,,
In Prozent / En pour-cent / In percent,,,
"Monatsanfang
Début de mois
Beginning of month","Variable 1. Hypotheken 
Prêts hypothécaires en 1er rang et à taux variable
Variable first mortgages",,
,"Kantonalbanken¹
Banques cantonales¹
Cantonal banks¹",,
,"Alte²
Anciennes hypothèques²
Existing²","Neue
Nouvelles hypothèques
New",
,,"Wohnbau²
Construction de logements²
Residential construction²","Landwirtschaft
Agriculture
"
,4,5A,5B
1979 01,4.25,4.23,-
1979 02,4.25,4.23,-
1979 03,4.25,4.13,-
1979 04,4.25,4.04,-
1979 05,4.25,4.04,-
1979 06,4.25,4.04,-
1979 07,4.02,4.02,-
1979 08,4.02,4.02,-
1979 09,4.02,4.02,-
1979 10,4.02,4.02,-
1979 11,4.02,4.02,-
1979 12,4.02,4.02,-
1980 01,4,4,-
1980 02,4.03,4.14,-
1980 03,4.03,4.14,-
1980 04,4.14,4.28,-
1980 05,4.42,4.45,-
1980 06,4.42,4.45,-
1980 07,4.48,4.48,-
1980 08,4.48,4.48,-
1980 09,4.48,4.48,-
1980 10,4.49,4.65,-
1980 11,4.49,4.66,-
1980 12,4.49,4.7,-
1981 01,4.49,4.73,-
1981 02,4.49,4.73,-
1981 03,4.97,4.97,-
1981 04,4.97,5.15,-
1981 05,4.99,5.39,-
1981 06,4.99,5.44,-
1981 07,5.04,5.66,-
1981 08,5.11,5.78,-
1981 09,5.43,5.84,-
1981 10,5.57,6.19,-
1981 11,5.62,6.39,-
1981 12,5.65,6.45,-
1982 01,5.69,6.52,-
1982 02,5.69,6.52,-
1982 03,5.87,6.52,-
1982 04,5.98,6.48,-
1982 05,5.98,6.43,-
1982 06,6,6.31,-
1982 07,5.98,5.99,-
1982 08,5.98,5.99,-
1982 09,5.98,6,-
1982 10,5.98,6,-
1982 11,5.98,6,-
1982 12,5.98,5.92,-
1983 01,5.98,5.64,-
1983 02,5.95,5.59,-
1983 03,5.95,5.59,-
1983 04,5.51,5.49,-
1983 05,5.51,5.49,-
1983 06,5.51,5.49,-
1983 07,5.51,5.49,-
1983 08,5.51,5.49,-
1983 09,5.49,5.49,-
1983 10,5.49,5.49,-
1983 11,5.49,5.49,-
1983 12,5.49,5.49,-
1984 01,5.49,5.49,-
1984 02,5.49,5.49,-
1984 03,5.49,5.49,-
1984 04,5.49,5.49,-
1984 05,5.49,5.49,-
1984 06,5.49,5.49,-
1984 07,5.49,5.49,-
1984 08,5.49,5.49,-
1984 09,5.49,5.49,-
1984 10,5.49,5.49,-
1984 11,5.49,5.49,-
1984 12,5.49,5.49,-
1985 01,5.49,5.49,-
1985 02,5.49,5.49,-
1985 03,5.49,5.49,-
1985 04,5.49,5.49,-
1985 05,5.49,5.49,-
1985 06,5.49,5.49,-
1985 07,5.49,5.49,-
1985 08,5.49,5.49,-
1985 09,5.49,5.49,-
1985 10,5.49,5.49,-
1985 11,5.49,5.49,-
1985 12,5.49,5.49,-
1986 01,5.49,5.49,-
1986 02,5.49,5.49,-
