BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1994,9818,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1995,10069,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1996,10236,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1997,10474,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1998,10672,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1999,10876,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2000,10910,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2001,11042,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2002,11238,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2003,11418,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2004,11614,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2005,11834,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2006,12029,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2007,12221,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2008,12448,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2009,12670,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2010,13136,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2011,13293,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2012,13477,Whg.,Anzahl Wohnungen
0,Bezirk Andelfingen,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2013,13661,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1990,43058,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1991,43531,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1992,44201,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1993,44752,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1994,45613,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1995,47013,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1996,47886,Whg.,Anzahl Wohnungen
